Percent mass remaining in Litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent nitrogen mass remaining in litterbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent phosphorus mass remaining in litterbags ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent Mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,Litter type,Block,Plot,Position,Months,Percent N mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,LitterType,Block,Plot,Position ,Months,Percent P mass remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter Type,Block,Plot,Position ,Months,Percent P remaining,,,,Litter type,Block,Plot,Position,Months,Percent P mass remaining,,,,Litter type,,Block,Plot,Position,Months,,Percent P mass remaining
turkey oak,C,6,Buried,18,34.74,,,,turkey oak,B,9,Surface,18,65.92,,,,pine,B,11,Buried,18,34.64,,,,pine,B,8,Surface,18,75,,,,Mixed,C,1,Buried,18,30.87,,,,Mixed,C,3,Surface,18,57.89,,,,turkey oak,C,6,Buried,18,54.67,,,,turkey oak,B,9,Surface,18,107.53,,,,pine,B,11,Buried,18,63.07,,,,pine,B,8,Surface,18,86.97,,,,Mixed,C,1,Buried,18,54.36,,,,Mixed,C,3,Surface,18,89.93,,,,turkey oak,A,7,Buried,24,27.15,,,,turkey oak,A,2,Surface,24,64.63,,,,pine,C,7,Buried,18,89.12,,,,pine,B,7,Surface,24,16.08,,,,Mixed,C,12,Buried,18,56.09,,,,Mixed,,C,4,Surface,24,,36.42
turkey oak,C,7,Buried,18,11.6,,,,turkey oak,B,10,Surface,18,66.65,,,,pine,B,12,Buried,18,60.37,,,,pine,B,9,Surface,18,72.73,,,,Mixed,C,2,Buried,18,39.71,,,,Mixed,C,4,Surface,18,63.36,,,,turkey oak,C,7,Buried,18,20.39,,,,turkey oak,B,10,Surface,18,112.65,,,,pine,B,12,Buried,18,83.76,,,,pine,B,9,Surface,18,115.41,,,,Mixed,C,2,Buried,18,59.9,,,,Mixed,C,4,Surface,18,100.3,,,,turkey oak,A,8,Buried,24,50.04,,,,turkey oak,A,3,Surface,24,49.75,,,,pine,C,8,Buried,18,51.29,,,,pine,B,8,Surface,24,137.93,,,,,,,,,,,,,Mixed,,C,5,Surface,24,,115.4
turkey oak,C,8,Buried,18,21.44,,,,turkey oak,B,11,Surface,18,57.42,,,,,,,,,,,,,pine,B,10,Surface,18,73.62,,,,Mixed,C,3,Buried,18,20.16,,,,Mixed,C,6,Surface,18,65.29,,,,turkey oak,C,8,Buried,18,29.78,,,,turkey oak,B,11,Surface,18,99.92,,,,,,,,,,,,,pine,B,10,Surface,18,115.99,,,,Mixed,C,3,Buried,18,28.74,,,,Mixed,C,6,Surface,18,108.97,,,,turkey oak,A,9,Buried,24,41.56,,,,turkey oak,A,4,Surface,24,52.3,,,,pine,C,9,Buried,18,36.83,,,,pine,B,9,Surface,24,31.4,,,,Mixed,A,1,Buried,24,49.63,,,,Mixed,,C,6,Surface,24,,44.91
turkey oak,C,9,Buried,18,19.09,,,,turkey oak,B,12,Surface,18,70.08,,,,pine,C,1,Buried,18,26.03,,,,pine,B,11,Surface,18,70.7,,,,Mixed,C,4,Buried,18,24.6,,,,Mixed,C,7,Surface,18,74.66,,,,turkey oak,C,9,Buried,18,32.37,,,,turkey oak,B,12,Surface,18,113.41,,,,pine,C,1,Buried,18,45.82,,,,pine,B,11,Surface,18,136.16,,,,Mixed,C,4,Buried,18,33.07,,,,Mixed,C,7,Surface,18,124.87,,,,turkey oak,A,11,Buried,24,17.93,,,,turkey oak,A,5,Surface,24,62.7,,,,pine,C,11,Buried,18,49.42,,,,pine,B,12,Surface,24,80.21,,,,Mixed,A,3,Buried,24,70.15,,,,Mixed,,C,7,Surface,24,,46.93
turkey oak,C,10,Buried,18,16.41,,,,,,,,,,,,,pine,C,2,Buried,18,25.65,,,,pine,B,12,Surface,18,67.59,,,,Mixed,C,6,Buried,18,40.63,,,,Mixed,C,8,Surface,18,56.14,,,,turkey oak,C,10,Buried,18,29.74,,,,,,,,,,,,,pine,C,2,Buried,18,43.26,,,,pine,B,12,Surface,18,100.13,,,,Mixed,C,6,Buried,18,58.97,,,,Mixed,C,8,Surface,18,83.43,,,,turkey oak,A,12,Buried,24,13.51,,,,turkey oak,A,6,Surface,24,62.21,,,,pine,C,12,Buried,18,15.4,,,,,,,,,,,,,Mixed,A,4,Buried,24,35.46,,,,Mixed,,C,8,Surface,24,,103.08
turkey oak,C,11,Buried,18,38.22,,,,turkey oak,C,1,Surface,18,73.31,,,,pine,C,3,Buried,18,12.34,,,,,,,,,,,,,Mixed,C,7,Buried,18,19.22,,,,Mixed,C,9,Surface,18,62.1,,,,turkey oak,C,11,Buried,18,65.19,,,,turkey oak,C,1,Surface,18,109.39,,,,pine,C,3,Buried,18,14.95,,,,,,,,,,,,,Mixed,C,7,Buried,18,29.6,,,,Mixed,C,9,Surface,18,92.15,,,,,,,,,,,,,turkey oak,A,7,Surface,24,45.87,,,,,,,,,,,,,pine,C,1,Surface,24,28.75,,,,Mixed,A,5,Buried,24,37.46,,,,Mixed,,C,9,Surface,24,,25.74
turkey oak,C,12,Buried,18,23.56,,,,turkey oak,C,2,Surface,18,61.12,,,,pine,C,4,Buried,18,33.51,,,,pine,C,1,Surface,18,75.25,,,,Mixed,C,8,Buried,18,43.41,,,,Mixed,C,10,Surface,18,64.48,,,,turkey oak,C,12,Buried,18,29.61,,,,turkey oak,C,2,Surface,18,92.16,,,,pine,C,4,Buried,18,63.87,,,,pine,C,1,Surface,18,154.79,,,,Mixed,C,8,Buried,18,71.38,,,,Mixed,C,10,Surface,18,102.69,,,,turkey oak,B,1,Buried,24,19.86,,,,turkey oak,A,8,Surface,24,62.19,,,,,,,,,,,,,pine,C,2,Surface,24,15.32,,,,Mixed,A,6,Buried,24,35.78,,,,,,,,,,,
,,,,,,,,,turkey oak,C,3,Surface,18,67.46,,,,pine,C,5,Buried,18,43.61,,,,pine,C,2,Surface,18,79.77,,,,Mixed,C,9,Buried,18,33.84,,,,Mixed,C,11,Surface,18,52.49,,,,,,,,,,,,,turkey oak,C,3,Surface,18,97.95,,,,pine,C,5,Buried,18,85.6,,,,pine,C,2,Surface,18,109.76,,,,Mixed,C,9,Buried,18,53.22,,,,Mixed,C,11,Surface,18,91.12,,,,turkey oak,B,2,Buried,24,21.73,,,,turkey oak,A,9,Surface,24,89.32,,,,pine,A,1,Buried,24,48.03,,,,pine,C,4,Surface,24,79.79,,,,Mixed,A,7,Buried,24,31.19,,,,,,,,,,,
,,,,,,,,,turkey oak,C,4,Surface,18,79.91,,,,pine,C,6,Buried,18,51.49,,,,pine,C,3,Surface,18,51.25,,,,Mixed,C,10,Buried,18,16.79,,,,Mixed,C,12,Surface,18,58.88,,,,,,,,,,,,,turkey oak,C,4,Surface,18,108.58,,,,pine,C,6,Buried,18,116.48,,,,pine,C,3,Surface,18,69.07,,,,Mixed,C,10,Buried,18,20.75,,,,Mixed,C,12,Surface,18,94.8,,,,turkey oak,B,4,Buried,24,37.82,,,,turkey oak,A,10,Surface,24,35.33,,,,pine,A,2,Buried,24,47.69,,,,pine,C,5,Surface,24,119.37,,,,Mixed,A,8,Buried,24,59.16,,,,Mixed,,A,1,Surface,36,,32.16
turkey oak,A,1,Buried,24,12.06,,,,turkey oak,C,5,Surface,18,82.06,,,,pine,C,7,Buried,18,47.82,,,,pine,C,4,Surface,18,80.37,,,,Mixed,C,11,Buried,18,20.42,,,,,,,,,,,,,turkey oak,A,1,Buried,24,14.11,,,,turkey oak,C,5,Surface,18,114.68,,,,pine,C,7,Buried,18,79.43,,,,pine,C,4,Surface,18,124.56,,,,Mixed,C,11,Buried,18,31.66,,,,,,,,,,,,,turkey oak,B,5,Buried,24,42.73,,,,turkey oak,A,11,Surface,24,65.17,,,,pine,A,3,Buried,24,23.61,,,,pine,C,6,Surface,24,56.1,,,,Mixed,A,9,Buried,24,42.47,,,,Mixed,,A,2,Surface,36,,33.18
turkey oak,A,3,Buried,24,21.28,,,,turkey oak,C,6,Surface,18,45.26,,,,pine,C,8,Buried,18,34.19,,,,pine,C,5,Surface,18,76.88,,,,Mixed,C,12,Buried,18,33.38,,,,,,,,,,,,,turkey oak,A,3,Buried,24,37.7,,,,turkey oak,C,6,Surface,18,69.15,,,,pine,C,8,Buried,18,87.28,,,,pine,C,5,Surface,18,117.41,,,,Mixed,C,12,Buried,18,40.65,,,,,,,,,,,,,turkey oak,B,6,Buried,24,25.78,,,,turkey oak,A,12,Surface,24,56.04,,,,pine,A,5,Buried,24,56.46,,,,pine,C,7,Surface,24,158.81,,,,Mixed,A,10,Buried,24,18.56,,,,Mixed,,A,3,Surface,36,,22.65
turkey oak,A,4,Buried,24,26.09,,,,turkey oak,C,7,Surface,18,70.23,,,,pine,C,9,Buried,18,28.94,,,,pine,C,6,Surface,18,66.82,,,,,,,,,,,,,Mixed,A,1,Surface,24,59.8,,,,turkey oak,A,4,Buried,24,45.44,,,,turkey oak,C,7,Surface,18,93.81,,,,pine,C,9,Buried,18,55.97,,,,pine,C,6,Surface,18,122.02,,,,,,,,,,,,,Mixed,A,1,Surface,24,88.83,,,,turkey oak,B,7,Buried,24,45.56,,,,,,,,,,,,,pine,A,6,Buried,24,33.21,,,,pine,C,8,Surface,24,55.11,,,,Mixed,A,11,Buried,24,47.93,,,,Mixed,,A,4,Surface,36,,86.93
turkey oak,A,5,Buried,24,26.67,,,,turkey oak,C,8,Surface,18,81.1,,,,pine,C,11,Buried,18,49.42,,,,pine,C,7,Surface,18,71.25,,,,,,,,,,,,,Mixed,A,2,Surface,24,66.45,,,,turkey oak,A,5,Buried,24,40.9,,,,turkey oak,C,8,Surface,18,116,,,,pine,C,11,Buried,18,97.01,,,,pine,C,7,Surface,18,118.95,,,,,,,,,,,,,Mixed,A,2,Surface,24,89.18,,,,turkey oak,B,10,Buried,24,21.3,,,,turkey oak,B,1,Surface,24,56.14,,,,pine,A,7,Buried,24,27.18,,,,pine,C,9,Surface,24,121.53,,,,Mixed,A,12,Buried,24,17.6,,,,Mixed,,A,5,Surface,36,,27.22
turkey oak,A,6,Buried,24,15.97,,,,turkey oak,C,9,Surface,18,63.23,,,,pine,C,12,Buried,18,28.24,,,,pine,C,8,Surface,18,71.92,,,,Mixed,A,1,Buried,24,41.9,,,,Mixed,A,3,Surface,24,59.16,,,,turkey oak,A,6,Buried,24,23.91,,,,turkey oak,C,9,Surface,18,96.89,,,,pine,C,12,Buried,18,38.46,,,,pine,C,8,Surface,18,129.91,,,,Mixed,A,1,Buried,24,67.22,,,,Mixed,A,3,Surface,24,87.04,,,,turkey oak,B,10,Buried,24,70.44,,,,turkey oak,B,2,Surface,24,43.18,,,,pine,A,8,Buried,24,49.23,,,,pine,C,10,Surface,24,28.57,,,,,,,,,,,,,Mixed,,A,6,Surface,36,,170.3
turkey oak,A,7,Buried,24,24.68,,,,turkey oak,C,10,Surface,18,71,,,,,,,,,,,,,pine,C,9,Surface,18,70.6,,,,Mixed,A,2,Buried,24,24.89,,,,Mixed,A,4,Surface,24,61.63,,,,turkey oak,A,7,Buried,24,33.18,,,,turkey oak,C,10,Surface,18,102.99,,,,,,,,,,,,,pine,C,9,Surface,18,84.89,,,,Mixed,A,4,Buried,24,33.18,,,,Mixed,A,4,Surface,24,91.32,,,,,,,,,,,,,turkey oak,B,3,Surface,24,60.88,,,,pine,A,9,Buried,24,31.41,,,,pine,C,11,Surface,24,16.09,,,,Mixed,B,1,Buried,24,17.44,,,,Mixed,,A,7,Surface,36,,19.61
turkey oak,A,8,Buried,24,38.49,,,,turkey oak,C,11,Surface,18,67.61,,,,,,,,,,,,,pine,C,11,Surface,18,74.21,,,,Mixed,A,3,Buried,24,32.2,,,,Mixed,A,5,Surface,24,53.98,,,,turkey oak,A,8,Buried,24,70.25,,,,turkey oak,C,11,Surface,18,95.26,,,,,,,,,,,,,pine,C,11,Surface,18,134.05,,,,Mixed,A,5,Buried,24,52.56,,,,Mixed,A,5,Surface,24,69.6,,,,turkey oak,C,2,Buried,24,27.79,,,,turkey oak,B,4,Surface,24,63.51,,,,pine,A,10,Buried,24,7.51,,,,pine,C,12,Surface,24,16.17,,,,Mixed,B,2,Buried,24,19.28,,,,Mixed,,A,8,Surface,36,,86.8
turkey oak,A,9,Buried,24,21.88,,,,turkey oak,C,12,Surface,18,74.53,,,,pine,A,1,Buried,24,35.22,,,,pine,C,12,Surface,18,74.66,,,,Mixed,A,4,Buried,24,20.16,,,,Mixed,A,6,Surface,24,59.95,,,,turkey oak,A,9,Buried,24,29.31,,,,turkey oak,C,12,Surface,18,113.24,,,,pine,A,1,Buried,24,68.23,,,,pine,C,12,Surface,18,93.17,,,,Mixed,A,6,Buried,24,35.38,,,,Mixed,A,6,Surface,24,96.37,,,,turkey oak,C,3,Buried,24,29.37,,,,turkey oak,B,5,Surface,24,44.21,,,,pine,A,11,Buried,24,114.02,,,,,,,,,,,,,Mixed,B,3,Buried,24,53.67,,,,Mixed,,A,9,Surface,36,,41.73
turkey oak,A,11,Buried,24,19.92,,,,,,,,,,,,,pine,A,2,Buried,24,34.97,,,,,,,,,,,,,Mixed,A,5,Buried,24,35.55,,,,Mixed,A,7,Surface,24,54.24,,,,turkey oak,A,11,Buried,24,27.27,,,,,,,,,,,,,pine,A,2,Buried,24,53.11,,,,,,,,,,,,,Mixed,A,7,Buried,24,35.16,,,,Mixed,A,7,Surface,24,88.96,,,,turkey oak,C,5,Buried,24,25.12,,,,turkey oak,B,6,Surface,24,47.77,,,,,,,,,,,,,,,,,,,,,,Mixed,B,4,Buried,24,33.69,,,,,,,,,,,
turkey oak,A,12,Buried,24,21.33,,,,,,,,,,,,,pine,A,3,Buried,24,19.24,,,,,,,,,,,,,Mixed,A,6,Buried,24,26.91,,,,Mixed,A,8,Surface,24,53.65,,,,turkey oak,A,12,Buried,24,25,,,,,,,,,,,,,pine,A,3,Buried,24,29.82,,,,,,,,,,,,,Mixed,A,9,Buried,24,62.85,,,,Mixed,A,8,Surface,24,89.98,,,,turkey oak,C,6,Buried,24,28.15,,,,turkey oak,B,7,Surface,24,44,,,,pine,B,1,Buried,24,28.98,,,,pine,A,1,Surface,36,16.57,,,,Mixed,B,5,Buried,24,42.53,,,,Mixed,,B,1,Surface,36,,126.97
,,,,,,,,,turkey oak,A,1,Surface,24,57.79,,,,pine,A,5,Buried,24,49.68,,,,pine,A,1,Surface,24,74.82,,,,Mixed,A,7,Buried,24,26.38,,,,Mixed,A,9,Surface,24,62.06,,,,,,,,,,,,,turkey oak,A,1,Surface,24,93.19,,,,pine,A,5,Buried,24,65.82,,,,pine,A,1,Surface,24,123.42,,,,Mixed,A,10,Buried,24,35.89,,,,Mixed,A,9,Surface,24,81.87,,,,turkey oak,C,8,Buried,24,20.33,,,,turkey oak,B,8,Surface,24,70.59,,,,pine,B,2,Buried,24,16.25,,,,pine,A,3,Surface,36,52.72,,,,Mixed,B,6,Buried,24,44.42,,,,Mixed,,B,2,Surface,36,,12
turkey oak,B,1,Buried,24,23.83,,,,turkey oak,A,2,Surface,24,71.82,,,,pine,A,6,Buried,24,29.22,,,,pine,A,2,Surface,24,80.54,,,,Mixed,A,8,Buried,24,36.78,,,,Mixed,A,10,Surface,24,59.55,,,,turkey oak,B,1,Buried,24,29.51,,,,turkey oak,A,2,Surface,24,129.51,,,,pine,A,6,Buried,24,47.29,,,,pine,A,2,Surface,24,108.31,,,,Mixed,A,12,Buried,24,29.02,,,,Mixed,A,10,Surface,24,104.16,,,,turkey oak,C,9,Buried,24,23.24,,,,turkey oak,B,9,Surface,24,98.58,,,,pine,B,3,Buried,24,29.6,,,,pine,A,3,Surface,36,83.01,,,,Mixed,B,7,Buried,24,22.32,,,,Mixed,,B,5,Surface,36,,91.12
turkey oak,B,2,Buried,24,19.76,,,,turkey oak,A,3,Surface,24,71.07,,,,pine,A,7,Buried,24,19.93,,,,pine,A,3,Surface,24,73.07,,,,Mixed,A,9,Buried,24,40.28,,,,Mixed,A,11,Surface,24,52.2,,,,turkey oak,B,2,Buried,24,23.44,,,,turkey oak,A,3,Surface,24,99.82,,,,pine,A,7,Buried,24,32.7,,,,pine,A,3,Surface,24,107.41,,,,,,,,,,,,,Mixed,A,11,Surface,24,73.09,,,,turkey oak,C,10,Buried,24,13.44,,,,turkey oak,B,10,Surface,24,25.4,,,,pine,B,4,Buried,24,75.36,,,,pine,A,5,Surface,36,91.71,,,,Mixed,B,8,Buried,24,36.9,,,,Mixed,,B,6,Surface,36,,37.02
turkey oak,B,4,Buried,24,37.82,,,,turkey oak,A,4,Surface,24,58.11,,,,pine,A,8,Buried,24,28.5,,,,pine,A,4,Surface,24,63.91,,,,Mixed,A,10,Buried,24,29.46,,,,Mixed,A,12,Surface,24,49.91,,,,turkey oak,B,4,Buried,24,63.87,,,,turkey oak,A,4,Surface,24,91.45,,,,pine,A,8,Buried,24,54.65,,,,pine,A,4,Surface,24,98.51,,,,Mixed,B,1,Buried,24,47.29,,,,Mixed,A,12,Surface,24,72.96,,,,turkey oak,C,11,Buried,24,12.99,,,,turkey oak,B,10,Surface,24,55.55,,,,pine,B,5,Buried,24,18.97,,,,pine,A,6,Surface,36,25.79,,,,Mixed,B,9,Buried,24,34.48,,,,Mixed,,B,8,Surface,36,,106.19
turkey oak,B,5,Buried,24,38.84,,,,turkey oak,A,5,Surface,24,55.33,,,,pine,A,9,Buried,24,38.39,,,,pine,A,5,Surface,24,66.75,,,,Mixed,A,11,Buried,24,38.91,,,,,,,,,,,,,turkey oak,B,5,Buried,24,60.97,,,,turkey oak,A,5,Surface,24,98.51,,,,pine,A,9,Buried,24,63.44,,,,pine,A,5,Surface,24,104.21,,,,Mixed,B,2,Buried,24,14.16,,,,,,,,,,,,,,,,,,,,,,turkey oak,B,12,Surface,24,52.33,,,,pine,B,6,Buried,24,35.35,,,,pine,A,7,Surface,36,26.96,,,,Mixed,B,10,Buried,24,14.56,,,,Mixed,,B,9,Surface,36,,53.69
turkey oak,B,6,Buried,24,20.9,,,,turkey oak,A,6,Surface,24,69.12,,,,pine,A,10,Buried,24,20.65,,,,pine,A,6,Surface,24,72.22,,,,Mixed,A,12,Buried,24,27.26,,,,Mixed,B,1,Surface,24,58.82,,,,turkey oak,B,6,Buried,24,17.73,,,,turkey oak,A,6,Surface,24,104.12,,,,pine,A,10,Buried,24,26.54,,,,pine,A,6,Surface,24,117.69,,,,Mixed,B,3,Buried,24,57.54,,,,Mixed,B,1,Surface,24,76.35,,,,,,,,,,,,,,,,,,,,,,pine,B,8,Buried,24,26.22,,,,pine,A,8,Surface,36,82.63,,,,Mixed,B,11,Buried,24,93.73,,,,Mixed,,B,10,Surface,36,,58.1
turkey oak,B,7,Buried,24,35.97,,,,turkey oak,A,7,Surface,24,55.04,,,,pine,A,11,Buried,24,52.26,,,,pine,A,7,Surface,24,62.75,,,,,,,,,,,,,Mixed,B,2,Surface,24,64.06,,,,turkey oak,B,7,Buried,24,53.98,,,,turkey oak,A,7,Surface,24,86.16,,,,pine,A,11,Buried,24,86.65,,,,pine,A,7,Surface,24,98.68,,,,Mixed,B,4,Buried,24,19.5,,,,Mixed,B,2,Surface,24,83.32,,,,turkey oak,A,3,Buried,36,22.23,,,,turkey oak,C,1,Surface,24,59.38,,,,pine,B,9,Buried,24,32.43,,,,pine,A,9,Surface,36,51.69,,,,Mixed,B,12,Buried,24,56.5,,,,,,,,,,,
turkey oak,B,8,Buried,24,6.7,,,,turkey oak,A,8,Surface,24,62.19,,,,pine,A,12,Buried,24,56.88,,,,pine,A,8,Surface,24,67.12,,,,Mixed,B,1,Buried,24,30.88,,,,Mixed,B,3,Surface,24,65.05,,,,turkey oak,B,8,Buried,24,3.48,,,,turkey oak,A,8,Surface,24,96.9,,,,,,,,,,,,,pine,A,8,Surface,24,104.98,,,,Mixed,B,5,Buried,24,31.84,,,,Mixed,B,3,Surface,24,91.01,,,,turkey oak,A,4,Buried,36,59.49,,,,turkey oak,C,2,Surface,24,79.69,,,,pine,B,12,Buried,24,43.61,,,,pine,A,10,Surface,36,56.71,,,,,,,,,,,,,Mixed,,C,4,Surface,36,,61.9
turkey oak,B,9,Buried,24,10.35,,,,turkey oak,A,9,Surface,24,54.69,,,,,,,,,,,,,pine,A,9,Surface,24,69.24,,,,Mixed,B,2,Buried,24,9.29,,,,Mixed,B,4,Surface,24,60.71,,,,turkey oak,B,9,Buried,24,6.94,,,,turkey oak,A,9,Surface,24,99.96,,,,pine,B,1,Buried,24,31.99,,,,pine,A,9,Surface,24,115.79,,,,Mixed,B,6,Buried,24,55.33,,,,Mixed,B,4,Surface,24,85.94,,,,turkey oak,A,6,Buried,36,28.9,,,,turkey oak,C,3,Surface,24,58.75,,,,,,,,,,,,,pine,A,11,Surface,36,43.61,,,,Mixed,C,4,Buried,24,44.37,,,,Mixed,,C,5,Surface,36,,65.08
turkey oak,B,10,Buried,24,25.56,,,,turkey oak,A,10,Surface,24,58.89,,,,pine,B,1,Buried,24,22.77,,,,pine,A,10,Surface,24,74.72,,,,Mixed,B,3,Buried,24,36.48,,,,Mixed,B,5,Surface,24,61.01,,,,turkey oak,B,10,Buried,24,30.59,,,,turkey oak,A,10,Surface,24,67.67,,,,pine,B,2,Buried,24,19.69,,,,pine,A,10,Surface,24,86.22,,,,Mixed,B,7,Buried,24,44.08,,,,Mixed,B,5,Surface,24,117.38,,,,turkey oak,A,9,Buried,36,14.42,,,,turkey oak,C,4,Surface,24,25.86,,,,pine,C,1,Buried,24,55.44,,,,pine,A,12,Surface,36,42.12,,,,Mixed,C,6,Buried,24,24.17,,,,Mixed,,C,7,Surface,36,,98.38
turkey oak,B,10,Buried,24,39.13,,,,turkey oak,A,11,Surface,24,72.42,,,,pine,B,2,Buried,24,17.02,,,,pine,A,11,Surface,24,70.05,,,,Mixed,B,4,Buried,24,25.94,,,,Mixed,B,6,Surface,24,63.66,,,,turkey oak,B,10,Buried,24,74.11,,,,turkey oak,A,11,Surface,24,119.17,,,,pine,B,3,Buried,24,44.44,,,,pine,A,11,Surface,24,97.39,,,,Mixed,B,8,Buried,24,37.23,,,,Mixed,B,6,Surface,24,95.91,,,,turkey oak,A,11,Buried,36,16.81,,,,turkey oak,C,5,Surface,24,22.39,,,,pine,C,2,Buried,24,14.82,,,,,,,,,,,,,Mixed,C,9,Buried,24,56.39,,,,Mixed,,C,8,Surface,36,,33.48
,,,,,,,,,turkey oak,A,12,Surface,24,56.04,,,,pine,B,3,Buried,24,31.01,,,,pine,A,12,Surface,24,60.94,,,,Mixed,B,5,Buried,24,24.54,,,,Mixed,B,7,Surface,24,50.25,,,,,,,,,,,,,turkey oak,A,12,Surface,24,95.04,,,,pine,B,4,Buried,24,68.43,,,,pine,A,12,Surface,24,88.89,,,,Mixed,B,9,Buried,24,55.5,,,,Mixed,B,7,Surface,24,71.33,,,,turkey oak,A,12,Buried,36,32.23,,,,turkey oak,C,6,Surface,24,18.05,,,,pine,C,3,Buried,24,38.07,,,,pine,B,1,Surface,36,39.28,,,,Mixed,C,12,Buried,24,23.59,,,,Mixed,,C,9,Surface,36,,39.76
turkey oak,C,1,Buried,24,13.66,,,,,,,,,,,,,pine,B,4,Buried,24,42.51,,,,,,,,,,,,,Mixed,B,6,Buried,24,39.71,,,,Mixed,B,8,Surface,24,61.63,,,,turkey oak,C,1,Buried,24,16.93,,,,,,,,,,,,,pine,B,5,Buried,24,37.22,,,,,,,,,,,,,Mixed,B,10,Buried,24,13.36,,,,Mixed,B,8,Surface,24,138.52,,,,,,,,,,,,,turkey oak,C,7,Surface,24,15.57,,,,pine,C,4,Buried,24,28.07,,,,pine,B,2,Surface,36,55.22,,,,,,,,,,,,,Mixed,,C,10,Surface,36,,54.54
turkey oak,C,2,Buried,24,21.94,,,,turkey oak,B,1,Surface,24,64.78,,,,pine,B,5,Buried,24,32.1,,,,pine,B,1,Surface,24,70.86,,,,Mixed,B,7,Buried,24,25.57,,,,Mixed,B,9,Surface,24,58.76,,,,turkey oak,C,2,Buried,24,29.46,,,,turkey oak,B,1,Surface,24,98.98,,,,pine,B,6,Buried,24,86.92,,,,pine,B,1,Surface,24,103.36,,,,Mixed,B,11,Buried,24,67.95,,,,Mixed,B,9,Surface,24,100.56,,,,turkey oak,B,6,Buried,36,25.51,,,,turkey oak,C,8,Surface,24,14.8,,,,pine,C,5,Buried,24,75.32,,,,pine,B,3,Surface,36,65.1,,,,,,,,,,,,,Mixed,,C,11,Surface,36,,117.67
turkey oak,C,3,Buried,24,33.89,,,,turkey oak,B,2,Surface,24,71.97,,,,pine,B,6,Buried,24,59.82,,,,pine,B,2,Surface,24,73.27,,,,Mixed,B,8,Buried,24,30.92,,,,Mixed,B,10,Surface,24,57.02,,,,turkey oak,C,3,Buried,24,37.3,,,,turkey oak,B,2,Surface,24,111.61,,,,pine,B,8,Buried,24,29.94,,,,pine,B,2,Surface,24,119.19,,,,Mixed,B,12,Buried,24,59.97,,,,Mixed,B,10,Surface,24,84.15,,,,turkey oak,B,7,Buried,36,23.89,,,,turkey oak,C,9,Surface,24,44.03,,,,pine,C,6,Buried,24,8.75,,,,pine,B,4,Surface,36,34.46,,,,Mixed,A,8,Buried,36,62.58,,,,Mixed,,C,12,Surface,36,,157.69
turkey oak,C,4,Buried,24,22.85,,,,turkey oak,B,3,Surface,24,60.88,,,,pine,B,8,Buried,24,20.6,,,,pine,B,3,Surface,24,72.21,,,,Mixed,B,9,Buried,24,31.77,,,,Mixed,B,12,Surface,24,54.82,,,,turkey oak,C,4,Buried,24,17.7,,,,turkey oak,B,3,Surface,24,105.87,,,,pine,B,9,Buried,24,55.23,,,,pine,B,3,Surface,24,114.39,,,,,,,,,,,,,Mixed,B,12,Surface,24,92.33,,,,turkey oak,B,9,Buried,36,15.18,,,,turkey oak,C,10,Surface,24,59.27,,,,pine,C,7,Buried,24,45.61,,,,pine,B,5,Surface,36,156.47,,,,Mixed,A,10,Buried,36,45.69,,,,,,,,,,,
turkey oak,C,5,Buried,24,25.12,,,,turkey oak,B,4,Surface,24,61.46,,,,pine,B,9,Buried,24,39.64,,,,pine,B,4,Surface,24,61.82,,,,Mixed,B,10,Buried,24,11.78,,,,,,,,,,,,,turkey oak,C,5,Buried,24,38.52,,,,turkey oak,B,4,Surface,24,109.25,,,,pine,B,12,Buried,24,81.39,,,,pine,B,4,Surface,24,94.75,,,,Mixed,C,1,Buried,24,33.99,,,,,,,,,,,,,turkey oak,B,11,Buried,36,18.05,,,,turkey oak,C,11,Surface,24,69.96,,,,pine,C,9,Buried,24,94.52,,,,pine,B,6,Surface,36,91.13,,,,,,,,,,,,,,,,,,,,
